antecedent,consequent,antecedent_active_cases,case_support_confidence,mean_consequent_rate_when_active,mean_rate_gap_when_active,cases_with_a_rate_gt_b_rate,cases_with_a_rate_le_b_rate
J2,J3,49,0.8979591836734694,0.2653061224489796,0.0693877551020408,14,35
J1,J3,51,0.8627450980392157,0.2549019607843137,0.10196078431372549,18,33
J2,J5,49,0.8571428571428571,0.24489795918367352,0.07755102040816327,17,32
J2,J4,49,0.8367346938775511,0.24081632653061222,0.08163265306122448,17,32
J1,J5,51,0.8235294117647058,0.2352941176470588,0.12156862745098039,23,28
J1,J4,51,0.803921568627451,0.23137254901960783,0.11764705882352941,21,30
F1,F3,71,0.7746478873239436,0.3549295774647887,0.5380281690140847,71,0
U4,F3,71,0.7605633802816901,0.3436619718309859,0.21690140845070424,40,31
H1,F3,73,0.7534246575342466,0.34520547945205476,0.36986301369863006,55,18
U3,F3,73,0.7534246575342466,0.34520547945205476,0.5534246575342465,66,7
F2,F3,73,0.7534246575342466,0.34520547945205476,0.6410958904109589,73,0
U1,F3,73,0.7534246575342466,0.34520547945205476,0.6547945205479453,73,0
H1,J1,73,0.6986301369863014,0.24383561643835616,0.463013698630137,62,11
U3,J1,73,0.6986301369863014,0.24383561643835616,0.6602739726027397,69,4
F2,J1,73,0.6986301369863014,0.24383561643835616,0.7424657534246575,72,1
U1,J1,73,0.6986301369863014,0.24383561643835616,0.7561643835616438,72,1
U4,J1,71,0.6901408450704225,0.2450704225352112,0.2845070422535211,48,23
F1,J1,71,0.6901408450704225,0.23943661971830982,0.6563380281690141,66,5
J4,F3,41,0.6829268292682927,0.2878048780487805,0.11707317073170731,18,23
H1,J2,73,0.6712328767123288,0.21095890410958903,0.49041095890410963,65,8
U3,J2,73,0.6712328767123288,0.21095890410958903,0.6904109589041095,71,2
F2,J2,73,0.6712328767123288,0.21095890410958903,0.7753424657534246,72,1
U1,J2,73,0.6712328767123288,0.21095890410958903,0.7890410958904108,72,1
S1,F3,3,0.6666666666666666,0.26666666666666666,0.06666666666666667,1,2
S1,J5,3,0.6666666666666666,0.13333333333333333,0.06666666666666667,1,2
J5,F3,42,0.6666666666666666,0.2857142857142857,0.12380952380952381,19,23
J1,F3,51,0.6666666666666666,0.2901960784313725,0.1686274509803921,28,23
U4,J2,71,0.6619718309859155,0.21126760563380279,0.30704225352112663,52,19
F1,J2,71,0.6619718309859155,0.20563380281690138,0.6873239436619719,69,2
J3,F3,44,0.6590909090909091,0.2727272727272727,0.13181818181818183,20,24
J2,F3,49,0.6530612244897959,0.27755102040816326,0.13877551020408166,28,21
F3,J1,55,0.6181818181818182,0.23272727272727273,0.2909090909090909,36,19
H1,J3,73,0.6027397260273972,0.17808219178082188,0.5205479452054795,68,5
U3,J3,73,0.6027397260273972,0.17808219178082188,0.7232876712328767,72,1
F2,J3,73,0.6027397260273972,0.17808219178082188,0.8082191780821918,72,1
U1,J3,73,0.6027397260273972,0.17808219178082188,0.821917808219178,72,1
U4,J3,71,0.5915492957746479,0.17746478873239435,0.3295774647887323,53,18
F1,J3,71,0.5915492957746479,0.17464788732394365,0.7183098591549297,68,3
F3,J2,55,0.5818181818181818,0.20727272727272728,0.30181818181818176,37,18
H1,J5,73,0.5753424657534246,0.1643835616438356,0.5342465753424658,70,3
U3,J5,73,0.5753424657534246,0.1643835616438356,0.736986301369863,72,1
F2,J5,73,0.5753424657534246,0.1643835616438356,0.821917808219178,72,1
U1,J5,73,0.5753424657534246,0.1643835616438356,0.8356164383561644,72,1
U4,J5,71,0.5633802816901409,0.16338028169014085,0.3436619718309858,55,16
F1,J5,71,0.5633802816901409,0.15774647887323942,0.7352112676056337,69,2
H1,J4,73,0.5616438356164384,0.16164383561643833,0.5369863013698629,68,5
U3,J4,73,0.5616438356164384,0.16164383561643833,0.7397260273972602,72,1
F2,J4,73,0.5616438356164384,0.16164383561643833,0.8246575342465753,72,1
U1,J4,73,0.5616438356164384,0.16164383561643833,0.8383561643835615,72,1
U4,J4,71,0.5492957746478874,0.16056338028169012,0.3436619718309858,54,17
F1,J4,71,0.5492957746478874,0.1577464788732394,0.7352112676056338,69,2
F3,J3,55,0.5272727272727272,0.15999999999999998,0.32727272727272727,40,15
F3,J4,55,0.509090909090909,0.15636363636363634,0.3309090909090909,41,14
F3,J5,55,0.509090909090909,0.15272727272727274,0.3345454545454546,41,14
J4,S1,41,0.07317073170731707,0.014634146341463417,0.2731707317073171,39,2
J3,S1,44,0.06818181818181818,0.01363636363636364,0.2818181818181818,42,2
J2,S1,49,0.061224489795918366,0.012244897959183675,0.30204081632653057,47,2
J1,S1,51,0.058823529411764705,0.011764705882352943,0.3372549019607842,49,2
J5,S1,42,0.047619047619047616,0.009523809523809525,0.2761904761904762,40,2
U4,S1,71,0.04225352112676056,0.008450704225352114,0.476056338028169,70,1
F1,S1,71,0.04225352112676056,0.008450704225352114,0.8845070422535211,71,0
H1,S1,73,0.0410958904109589,0.008219178082191782,0.6876712328767123,73,0
U3,S1,73,0.0410958904109589,0.008219178082191782,0.8876712328767122,73,0
F2,S1,73,0.0410958904109589,0.008219178082191782,0.978082191780822,73,0
U1,S1,73,0.0410958904109589,0.008219178082191782,0.9917808219178083,73,0
F3,S1,55,0.03636363636363636,0.007272727272727273,0.45090909090909087,54,1
S1,U2,3,0.0,0.0,0.20000000000000004,3,0
J5,U2,42,0.0,0.0,0.2857142857142857,42,0
J4,U2,41,0.0,0.0,0.2878048780487805,41,0
J3,U2,44,0.0,0.0,0.29545454545454547,44,0
J2,U2,49,0.0,0.0,0.3142857142857143,49,0
J1,U2,51,0.0,0.0,0.3490196078431372,51,0
F3,U2,55,0.0,0.0,0.4581818181818181,55,0
U4,U2,71,0.0,0.0,0.484507042253521,71,0
H1,U2,73,0.0,0.0,0.6958904109589041,73,0
F1,U2,71,0.0,0.0,0.8929577464788732,71,0
U3,U2,73,0.0,0.0,0.895890410958904,73,0
F2,U2,73,0.0,0.0,0.9863013698630136,73,0
U1,U2,73,0.0,0.0,1.0,73,0
