stratum_type,stratum,rule_a,rule_b,cases,active_cases_a,active_cases_b,both_active_cases,mean_a,mean_b,prevalence_gap,pearson,spearman,cosine,mae,rmse,max_abs_diff,exact_same_cases,exact_same_rate,within_20pp_cases,within_20pp_rate,within_40pp_cases,within_40pp_rate,both_variable_cases,profile_score
quadrant,VALIDATED_APPROVAL,S1,U3,26,26,22,22,0.9923076923076923,0.37692307692307686,0.6153846153846154,0.14510246851159775,0.16435628072266364,0.8420253445579424,0.6153846153846154,0.6610015710443334,1.0,0,0.0,3,0.11538461538461539,8,0.3076923076923077,1,0.0558086417352299
verdict,APPROVE,J1,U1,104,20,101,20,0.04230769230769231,0.6875,0.6451923076923077,0.15367678535429607,0.1312923892615309,0.4450048315622505,0.6451923076923076,0.6959360050154922,1.0,3,0.028846153846153848,10,0.09615384615384616,28,0.2692307692307692,14,0.05452570557282237
ground_truth,CLEAN,F1,U1,99,2,97,2,0.0060606060606060615,0.6888888888888889,0.6828282828282828,0.168393828513641,0.1889944494594146,0.18387268976270238,0.6828282828282828,0.726413634010794,1.0,2,0.020202020202020204,6,0.06060606060606061,22,0.2222222222222222,0,0.05340975975079119
quadrant,FLAWED_APPROVAL,H1,J5,73,73,42,42,0.6958904109589041,0.1643835616438356,0.5315068493150685,0.11399377425883446,0.10217254375490226,0.6495957924174213,0.536986301369863,0.5940342686485075,1.0,2,0.0273972602739726,14,0.1917808219178082,30,0.410958904109589,34,0.05278067904039185
quadrant,FLAWED_APPROVAL,H1,J3,73,73,44,44,0.6958904109589041,0.17808219178082188,0.5178082191780823,0.1081383987865178,0.11491890369789741,0.6747972668523127,0.5232876712328769,0.5823899743228594,1.0,4,0.0547945205479452,13,0.1780821917808219,32,0.4383561643835616,35,0.051550907914668744
verdict,APPROVE,U2,U3,104,2,87,2,0.0038461538461538464,0.361698717948718,0.35785256410256416,0.08008823130669669,0.09766518455886009,0.15936606314493765,0.3578525641025641,0.43153287204814383,1.0,17,0.16346153846153846,42,0.40384615384615385,79,0.7596153846153846,2,0.05142845237915604
verdict,APPROVE,J4,U3,104,2,87,2,0.0038461538461538464,0.361698717948718,0.35785256410256416,0.08008823130669664,0.09766518455886009,0.15936606314493765,0.3578525641025641,0.43153287204814383,1.0,17,0.16346153846153846,42,0.40384615384615385,79,0.7596153846153846,2,0.051428452379156
verdict,APPROVE,J5,U3,104,2,87,2,0.0038461538461538464,0.361698717948718,0.35785256410256416,0.08008823130669664,0.09766518455886009,0.15936606314493765,0.3578525641025641,0.43153287204814383,1.0,17,0.16346153846153846,42,0.40384615384615385,79,0.7596153846153846,2,0.051428452379156
verdict,APPROVE,J2,U3,104,9,87,8,0.01730769230769231,0.361698717948718,0.3443910256410257,0.07703908255816312,0.06360782389353749,0.28547835398333204,0.3482371794871795,0.42207072461993456,1.0,19,0.18269230769230768,42,0.40384615384615385,80,0.7692307692307693,8,0.05021120973782843
quadrant,FLAWED_APPROVAL,H1,J4,73,73,41,41,0.6958904109589041,0.16164383561643833,0.5342465753424658,0.10790019197154763,0.12534644747399,0.6460302375257256,0.5397260273972603,0.5963358435950035,1.0,4,0.0547945205479452,12,0.1643835616438356,28,0.3835616438356164,32,0.04966365000334247
quadrant,VALIDATED_BLOCK,J2,S1,125,13,10,2,0.021200000000000004,0.019600000000000003,0.0016000000000000007,0.05133017270104017,0.08648930602479936,0.13344342323468364,0.03440000000000001,0.0914330356052997,0.4,106,0.848,121,0.968,125,1.0,2,0.04956441476012439
ground_truth,CLEAN,J4,U3,99,2,86,2,0.00404040404040404,0.37777777777777777,0.3737373737373737,0.072313810237872,0.09649093460325583,0.15827223445822958,0.37373737373737376,0.4454030067072274,1.0,13,0.13131313131313133,38,0.3838383838383838,75,0.7575757575757576,2,0.045287436714626914
ground_truth,CLEAN,J5,U3,99,2,86,2,0.00404040404040404,0.37777777777777777,0.3737373737373737,0.072313810237872,0.09649093460325583,0.15827223445822958,0.37373737373737376,0.4454030067072274,1.0,13,0.13131313131313133,38,0.3838383838383838,75,0.7575757575757576,2,0.045287436714626914
ground_truth,CLEAN,U2,U3,99,2,86,2,0.00404040404040404,0.37777777777777777,0.3737373737373737,0.0723138102378719,0.09649093460325583,0.15827223445822958,0.37373737373737376,0.4454030067072274,1.0,13,0.13131313131313133,38,0.3838383838383838,75,0.7575757575757576,2,0.045287436714626844
quadrant,FLAWED_APPROVAL,J2,S1,73,49,3,3,0.21095890410958903,0.008219178082191782,0.20273972602739726,0.05659513522372725,0.09892216870293424,0.18431027103363654,0.20273972602739726,0.2885960346797522,1.0,26,0.3561643835616438,55,0.7534246575342466,66,0.9041095890410958,3,0.045121053013985286
ground_truth,ROGUE,U1,U4,197,197,194,194,0.9908629441624365,0.5898477157360407,0.4010152284263958,0.07448879256209638,0.055957521869715074,0.9237902376491145,0.4010152284263959,0.47066213214958563,1.0,22,0.1116751269035533,72,0.36548223350253806,130,0.6598984771573604,7,0.04461765239760088
quadrant,VALIDATED_BLOCK,H1,J3,125,111,10,10,0.38386666666666674,0.016,0.36786666666666673,0.06773750687246757,0.10890559589440059,0.2734892393964261,0.36786666666666673,0.4429321493060635,1.0,15,0.12,54,0.432,94,0.752,10,0.04281913601098249
quadrant,FLAWED_BLOCK,H1,U2,78,52,2,2,0.22799145299145296,0.005128205128205128,0.22286324786324782,0.05468467122809434,0.07924089979487221,0.15375912805078223,0.22286324786324782,0.3091263767605683,1.0,27,0.34615384615384615,49,0.6282051282051282,74,0.9487179487179487,2,0.042497467789867335
ground_truth,CLEAN,F2,U1,99,1,97,1,0.010101010101010102,0.6888888888888889,0.6787878787878788,0.12499999999999986,0.13296259800656535,0.13705061117171072,0.6787878787878788,0.726413634010794,1.0,3,0.030303030303030304,7,0.0707070707070707,23,0.23232323232323232,0,0.040151515151515105
ground_truth,CLEAN,F3,U1,99,1,97,1,0.00202020202020202,0.6888888888888889,0.6868686868686869,0.1250000000000002,0.13296259800656535,0.13705061117171075,0.6868686868686867,0.7308497890410958,1.0,2,0.020202020202020204,6,0.06060606060606061,22,0.2222222222222222,0,0.03914141414141422
ground_truth,CLEAN,J2,U3,99,9,86,8,0.01818181818181818,0.37777777777777777,0.3595959595959596,0.05791078083211591,0.04658391759785757,0.2835189379893686,0.36363636363636365,0.4357740124181224,1.0,15,0.15151515151515152,38,0.3838383838383838,76,0.7676767676767676,8,0.03685231507498285
ground_truth,ROGUE,F3,U1,197,143,197,143,0.32182741116751273,0.9908629441624365,0.6690355329949238,0.11069880171022287,0.10547406152500304,0.7670409874477088,0.6690355329949238,0.7216731827781304,1.0,4,0.02030456852791878,23,0.116751269035533,49,0.24873096446700507,4,0.036637369906124526
quadrant,FLAWED_BLOCK,J2,U3,78,6,65,6,0.015384615384615387,0.35662393162393163,0.34123931623931625,0.051976681898774434,0.03545726002599484,0.25777904781713884,0.34123931623931625,0.4195074102283144,1.0,16,0.20512820512820512,32,0.41025641025641024,61,0.782051282051282,6,0.0342401945072482
quadrant,FLAWED_APPROVAL,H1,S1,73,73,3,3,0.6958904109589041,0.008219178082191782,0.6876712328767124,0.10410633312362576,0.10715944226905874,0.223374237314982,0.6876712328767123,0.7180643692289462,1.0,0,0.0,2,0.0273972602739726,15,0.2054794520547945,1,0.032515402674228325
quadrant,VALIDATED_BLOCK,H1,U3,125,111,125,111,0.38386666666666674,0.9249333333333334,0.5410666666666666,0.06863750273187846,0.07850979327464175,0.8413321520380483,0.5474666666666665,0.6023029876141152,1.0,4,0.032,16,0.128,51,0.408,36,0.031060757902932744
quadrant,FLAWED_APPROVAL,F1,F2,73,71,73,71,0.8684931506849314,0.9863013698630136,0.11780821917808226,0.03550170455600731,0.028405029155248174,0.9691803147708589,0.13424657534246576,0.25102529480141433,1.0,44,0.6027397260273972,60,0.821917808219178,70,0.958904109589041,2,0.030735722300543316
quadrant,VALIDATED_BLOCK,J4,S1,125,7,10,1,0.011200000000000002,0.019600000000000003,0.008400000000000001,0.03116525972239661,0.05331364273466307,0.09287269204251442,0.027600000000000003,0.08306623862918076,0.4,110,0.88,122,0.976,125,1.0,1,0.030305098554058465
quadrant,FLAWED_APPROVAL,F1,U3,73,71,73,71,0.8684931506849314,0.895890410958904,0.0273972602739726,0.03598917819272324,0.03813756017805448,0.9595930352993245,0.1643835616438356,0.25642430590241294,1.0,33,0.4520547945205479,55,0.7534246575342466,70,0.958904109589041,11,0.03007314890076873
quadrant,FLAWED_BLOCK,J1,U3,78,11,65,11,0.03333333333333334,0.35662393162393163,0.3232905982905983,0.04440696630549901,0.03586168203770374,0.3190491135337583,0.3284188034188034,0.4102367115997294,1.0,17,0.21794871794871795,35,0.44871794871794873,62,0.7948717948717948,11,0.029822883567987905
quadrant,VALIDATED_BLOCK,F3,U1,125,89,125,89,0.31120000000000003,0.9904000000000001,0.6792,0.09134964342302093,0.07053132392146799,0.7545773796661859,0.6791999999999999,0.7320382503667414,1.0,4,0.032,13,0.104,28,0.224,3,0.02930496561010512
quadrant,VALIDATED_BLOCK,H1,J4,125,111,7,7,0.38386666666666674,0.011200000000000002,0.37266666666666676,0.044557323798893975,0.07520839723296738,0.2228742022307124,0.37266666666666676,0.4468880048612727,1.0,15,0.12,52,0.416,93,0.744,7,0.02795229446317282
verdict,BLOCK,F3,U1,198,144,198,144,0.3237373737373737,0.993939393939394,0.6702020202020202,0.0788402819083882,0.06381232090414801,0.7681653521608343,0.6702020202020201,0.7230162690095744,1.0,4,0.020202020202020204,23,0.11616161616161616,48,0.24242424242424243,3,0.026001365700089648
verdict,BLOCK,S1,U4,198,13,194,13,0.015404040404040406,0.5882154882154882,0.5728114478114478,0.05855037089666371,0.05506176650293002,0.24777653865103488,0.5728114478114479,0.6261431744992048,1.0,6,0.030303030303030304,32,0.16161616161616163,72,0.36363636363636365,12,0.02501204817344851
verdict,BLOCK,H1,U1,198,184,198,184,0.49890572390572396,0.993939393939394,0.49503367003367005,0.04877035137639467,0.08184561072241729,0.8752255910474479,0.49503367003366994,0.567454641289889,1.0,18,0.09090909090909091,54,0.2727272727272727,92,0.46464646464646464,4,0.02462738534570637
ground_truth,ROGUE,F1,U3,197,192,197,192,0.8091370558375633,0.9065989847715737,0.0974619289340104,0.030268115512395832,0.00820097743025703,0.9439909910679719,0.2010152284263959,0.3029466120394696,1.0,79,0.4010152284263959,139,0.7055837563451777,179,0.9086294416243654,34,0.024183763358635046
ground_truth,ROGUE,H1,U1,197,184,197,184,0.49441624365482234,0.9908629441624365,0.49644670050761414,0.047920045019585675,0.06602511477107159,0.8760000936088039,0.4964467005076142,0.5672983440549714,1.0,17,0.08629441624365482,52,0.2639593908629442,91,0.4619289340101523,7,0.024130296781436036
ground_truth,CLEAN,S1,U4,99,98,88,87,0.9838383838383837,0.36565656565656574,0.6181818181818179,0.06275218085024697,0.016488292322196018,0.8533195795884921,0.6222222222222222,0.6630203312085985,1.0,1,0.010101010101010102,7,0.0707070707070707,30,0.30303030303030304,3,0.023706379432315523
verdict,BLOCK,F3,U4,198,144,194,142,0.3237373737373737,0.5882154882154882,0.2644781144781145,0.0340684899282736,0.05172041246186962,0.7145397386210665,0.3715488215488215,0.44816936533240054,1.0,28,0.1414141414141414,73,0.3686868686868687,142,0.7171717171717171,122,0.021410382643475646
quadrant,VALIDATED_BLOCK,F3,U3,125,89,125,89,0.31120000000000003,0.9249333333333334,0.6137333333333334,0.053401536063270125,0.05158217415151105,0.7506808859538698,0.6169333333333334,0.6795112622727865,1.0,6,0.048,17,0.136,39,0.312,27,0.02045634841463667
quadrant,VALIDATED_BLOCK,J5,S1,125,8,10,1,0.0128,0.019600000000000003,0.006800000000000002,0.020139419714899475,0.04045166513381316,0.08687444855261386,0.029200000000000004,0.084970583144992,0.4,109,0.872,122,0.976,125,1.0,1,0.01955134865922441
quadrant,VALIDATED_BLOCK,F1,S1,125,123,10,10,0.7865333333333333,0.019600000000000003,0.7669333333333334,0.07821600606379411,0.11929713203921183,0.27932144488143773,0.7669333333333332,0.8098367462368916,1.0,3,0.024,10,0.08,19,0.152,3,0.018229543813268287
ground_truth,ROGUE,F3,U3,197,143,197,143,0.32182741116751273,0.9065989847715737,0.5847715736040611,0.04423722452393851,0.03977319176392458,0.7601740009807414,0.5888324873096445,0.6564015113956065,1.0,12,0.06091370558375635,30,0.15228426395939088,71,0.3604060913705584,53,0.01818890957583259
verdict,BLOCK,U1,U4,198,198,194,194,0.993939393939394,0.5882154882154882,0.4057239057239058,0.029993122092000703,-0.014226040130051963,0.9204848630053803,0.40572390572390576,0.4774252869314436,1.0,23,0.11616161616161616,72,0.36363636363636365,128,0.6464646464646465,4,0.017824195451980215
ground_truth,CLEAN,J3,U4,99,3,88,3,0.0060606060606060615,0.36565656565656574,0.3595959595959597,0.027335853434731758,-0.002135901230903628,0.1627576917542319,0.3595959595959597,0.4235492172037854,1.0,13,0.13131313131313133,41,0.41414141414141414,71,0.7171717171717171,3,0.01750599098749488
ground_truth,ROGUE,F3,U4,197,143,194,141,0.32182741116751273,0.5898477157360407,0.26802030456852793,0.027762629808052074,0.04996563483160981,0.7128118387395915,0.3756345177664975,0.4492520574994762,1.0,25,0.12690355329949238,71,0.3604060913705584,141,0.7157360406091371,122,0.017334027748174646
quadrant,FLAWED_APPROVAL,J1,S1,73,51,3,3,0.24383561643835616,0.008219178082191782,0.2356164383561644,0.020994916150704906,0.05821219689637411,0.16289259247507362,0.2356164383561644,0.3277152121491656,1.0,24,0.3287671232876712,50,0.684931506849315,62,0.8493150684931506,3,0.016048168783689504
quadrant,VALIDATED_BLOCK,S1,U4,125,10,123,10,0.019600000000000003,0.6565333333333332,0.6369333333333332,0.03933569221099061,0.04228290720217015,0.26614109058721414,0.6369333333333331,0.6820377962807894,1.0,3,0.024,13,0.104,30,0.24,9,0.014281478652070334
verdict,APPROVE,J3,U4,104,3,91,3,0.00576923076923077,0.3703525641025641,0.36458333333333337,0.021726352852193386,-0.0009859449035778674,0.15485374996730272,0.36458333333333337,0.43475174662855726,1.0,15,0.14423076923076922,43,0.41346153846153844,73,0.7019230769230769,3,0.013805286708164546
quadrant,FLAWED_BLOCK,J3,U1,78,2,76,2,0.005128205128205128,0.6448717948717948,0.6397435897435897,0.035136371525593395,0.04271133263280382,0.16167963409498515,0.6397435897435897,0.6888302980322363,1.0,2,0.02564102564102564,6,0.07692307692307693,22,0.28205128205128205,2,0.012658103075245827
quadrant,FLAWED_BLOCK,J4,U1,78,2,76,2,0.005128205128205128,0.6448717948717948,0.6397435897435897,0.035136371525593395,0.04271133263280382,0.16167963409498515,0.6397435897435897,0.6888302980322363,1.0,2,0.02564102564102564,6,0.07692307692307693,22,0.28205128205128205,2,0.012658103075245827
quadrant,FLAWED_BLOCK,J5,U1,78,2,76,2,0.005128205128205128,0.6448717948717948,0.6397435897435897,0.035136371525593395,0.04271133263280382,0.16167963409498515,0.6397435897435897,0.6888302980322363,1.0,2,0.02564102564102564,6,0.07692307692307693,22,0.28205128205128205,2,0.012658103075245827
quadrant,VALIDATED_APPROVAL,S1,U1,26,26,25,25,0.9923076923076923,0.8153846153846154,0.17692307692307696,0.013483997249264829,0.08591684043324421,0.9624180755202004,0.1769230769230769,0.2908872369413698,1.0,12,0.46153846153846156,21,0.8076923076923077,24,0.9230769230769231,1,0.01109836696670259
ground_truth,CLEAN,J3,U1,99,3,97,3,0.0060606060606060615,0.6888888888888889,0.6828282828282828,0.03125000000000007,0.025499676330026224,0.17407765595569782,0.6828282828282828,0.7280803596451495,1.0,2,0.020202020202020204,6,0.06060606060606061,23,0.23232323232323232,3,0.009911616161616186
verdict,APPROVE,J3,U1,104,3,101,3,0.00576923076923077,0.6875,0.6817307692307693,0.030504567113632988,0.022645776258349272,0.16953701499569132,0.6817307692307691,0.7296600894621044,1.0,3,0.028846153846153848,7,0.0673076923076923,24,0.23076923076923078,3,0.009708665110204347
quadrant,FLAWED_BLOCK,J2,U1,78,6,76,6,0.015384615384615387,0.6448717948717948,0.6294871794871794,0.02471943566128099,0.014319852971006772,0.26670222933491394,0.6294871794871795,0.6805917485579209,1.0,2,0.02564102564102564,8,0.10256410256410256,22,0.28205128205128205,5,0.009158867828346419
verdict,BLOCK,F1,S1,198,194,13,13,0.8167508417508417,0.015404040404040406,0.8013468013468013,0.0443068744424172,0.07096698289522124,0.2470181336552011,0.8013468013468013,0.839611034416149,1.0,5,0.025252525252525252,12,0.06060606060606061,24,0.12121212121212122,4,0.008801702330311838
ground_truth,ROGUE,F1,J2,197,192,62,60,0.8091370558375633,0.09137055837563451,0.7177664974619289,0.02878901054662625,0.0252163897161368,0.47634790959941153,0.7258883248730964,0.7777358783331912,1.0,7,0.03553299492385787,19,0.09644670050761421,40,0.20304568527918782,27,0.007891403906181817
ground_truth,ROGUE,J2,U1,197,62,197,62,0.09137055837563451,0.9908629441624365,0.899492385786802,0.0772508530155571,0.0760621822747535,0.49458458318108106,0.899492385786802,0.9146301019265952,1.0,1,0.005076142131979695,1,0.005076142131979695,7,0.03553299492385787,1,0.007764298932528076
ground_truth,ROGUE,F2,J1,197,196,71,71,0.9736040609137057,0.11065989847715735,0.8629441624365484,0.05648938070332693,-0.018095905286804215,0.5245268768520915,0.8629441624365483,0.8869041576019213,1.0,2,0.01015228426395939,3,0.015228426395939087,16,0.08121827411167512,7,0.007742199385735161
verdict,BLOCK,J2,U1,198,62,198,62,0.09116161616161615,0.993939393939394,0.9027777777777779,0.07671976638927461,0.09541315964467968,0.4936025542653865,0.9027777777777778,0.917623467595957,1.0,1,0.005050505050505051,1,0.005050505050505051,7,0.03535353535353535,0,0.00745886617673503
quadrant,FLAWED_APPROVAL,H1,J2,73,73,49,49,0.6958904109589041,0.21095890410958903,0.4849315068493151,0.014056200761131302,0.004823401773701219,0.6921734195982321,0.49589041095890407,0.5642305950438719,1.0,6,0.0821917808219178,18,0.2465753424657534,33,0.4520547945205479,39,0.0070858655891730404
ground_truth,ROGUE,J5,U1,197,50,197,50,0.06903553299492386,0.9908629441624365,0.9218274111675127,0.08732711704401211,0.11109527697301308,0.4385173378009206,0.9218274111675125,0.9335266901477827,1.0,1,0.005076142131979695,1,0.005076142131979695,5,0.025380710659898477,0,0.006826586814608066
verdict,APPROVE,H1,U2,104,77,2,2,0.28445512820512825,0.0038461538461538464,0.2806089743589744,0.009155587025212134,0.024227671366349766,0.11221870988373621,0.2806089743589744,0.3686463167286591,1.0,28,0.2692307692307692,55,0.5288461538461539,91,0.875,2,0.006586447140413024
ground_truth,ROGUE,J4,U1,197,48,197,48,0.06700507614213198,0.9908629441624365,0.9238578680203045,0.08589384479939416,0.10812073874465923,0.43265528317519236,0.9238578680203046,0.9352651026221074,1.0,1,0.005076142131979695,1,0.005076142131979695,4,0.02030456852791878,0,0.006540140466958947
quadrant,FLAWED_APPROVAL,S1,U3,73,3,73,3,0.008219178082191782,0.895890410958904,0.8876712328767122,0.055022900969964275,0.044962797416051234,0.20863014610464722,0.8876712328767122,0.8993148076661872,1.0,0,0.0,0,0.0,1,0.0136986301369863,1,0.006180654629502841
ground_truth,ROGUE,F3,H1,197,143,184,132,0.32182741116751273,0.49441624365482234,0.1725888324873096,0.009204035731825167,0.004187743710944866,0.6724440245307219,0.3350253807106599,0.41981383352902396,1.0,32,0.16243654822335024,95,0.48223350253807107,153,0.7766497461928934,118,0.006120450156695923
quadrant,FLAWED_BLOCK,H1,J2,78,52,6,5,0.22799145299145296,0.015384615384615387,0.21260683760683757,0.007218997451644001,0.031335603254489725,0.20713670593112293,0.2177350427350427,0.30579050795901885,1.0,28,0.358974358974359,50,0.6410256410256411,74,0.9487179487179487,5,0.00564716873300613
ground_truth,ROGUE,F2,J3,197,196,54,54,0.9736040609137057,0.07614213197969544,0.8974619289340102,0.05023905400437961,-0.030884661253228113,0.462017659251589,0.8974619289340102,0.9148520725892313,1.0,2,0.01015228426395939,2,0.01015228426395939,7,0.03553299492385787,6,0.005151415689789175
ground_truth,ROGUE,F2,J5,197,196,50,50,0.9736040609137057,0.06903553299492386,0.9045685279187818,0.05270656964654215,-0.012781630291795588,0.43765617259887146,0.9045685279187816,0.9211557516412335,1.0,2,0.01015228426395939,2,0.01015228426395939,8,0.04060913705583756,5,0.005029865529720779
ground_truth,CLEAN,H1,U2,99,75,2,2,0.2888888888888889,0.00404040404040404,0.28484848484848485,0.006896954325374702,0.019674817128565288,0.11521430589638529,0.28484848484848485,0.3679042475339682,1.0,25,0.25252525252525254,52,0.5252525252525253,87,0.8787878787878788,2,0.004932367335722514
verdict,BLOCK,J5,U1,198,50,198,50,0.06868686868686869,0.993939393939394,0.9252525252525253,0.06555112892462911,0.08284258358675198,0.4361843049221676,0.9252525252525252,0.9367901352895202,1.0,1,0.005050505050505051,1,0.005050505050505051,5,0.025252525252525252,0,0.004899781353962178
verdict,BLOCK,J4,U1,198,48,198,48,0.06666666666666667,0.993939393939394,0.9272727272727274,0.06447649527488858,0.08062807815666455,0.4303534380397734,0.9272727272727274,0.9385137616508779,1.0,1,0.005050505050505051,1,0.005050505050505051,4,0.020202020202020204,0,0.004689199656355527
quadrant,FLAWED_APPROVAL,J2,U4,73,49,71,47,0.21095890410958903,0.4712328767123288,0.26027397260273977,0.0068629979685078425,0.009574585036618805,0.6508889375890433,0.33698630136986296,0.3993144810729014,0.8,10,0.136986301369863,32,0.4383561643835616,57,0.7808219178082192,45,0.004550261666791501
verdict,BLOCK,F3,U3,198,144,198,144,0.3237373737373737,0.9142255892255893,0.5904882154882156,0.010953104827268932,0.02119546138398971,0.7601683795602877,0.5945286195286195,0.6617887622807088,1.0,12,0.06060606060606061,30,0.15151515151515152,68,0.3434343434343434,50,0.004441170534760476
verdict,BLOCK,F1,J2,198,194,62,60,0.8167508417508417,0.09116161616161615,0.7255892255892256,0.01590451851873166,0.01656936884251899,0.4742656680334698,0.7336700336700336,0.782153994384442,1.0,6,0.030303030303030304,16,0.08080808080808081,37,0.18686868686868688,27,0.0042358498815881305
verdict,BLOCK,F2,J1,198,197,72,72,0.980892255892256,0.11136363636363635,0.8695286195286197,0.03214377603544372,-0.027528903874372714,0.5255330511112308,0.8695286195286196,0.8918526977970641,1.0,2,0.010101010101010102,3,0.015151515151515152,14,0.0707070707070707,6,0.004193842832907218
verdict,APPROVE,H1,J2,104,77,9,8,0.28445512820512825,0.01730769230769231,0.26714743589743595,0.005740052155694837,0.02662724403514153,0.2292350976782987,0.2709935897435897,0.36180119794938054,1.0,30,0.28846153846153844,57,0.5480769230769231,92,0.8846153846153846,8,0.004184534816707663
ground_truth,ROGUE,F2,J2,197,196,62,62,0.9736040609137057,0.09137055837563451,0.8822335025380712,0.03370785808020064,-0.05335344651118006,0.49205451634836506,0.8822335025380711,0.9026750993715186,1.0,2,0.01015228426395939,2,0.01015228426395939,12,0.06091370558375635,7,0.0039696563830490085
quadrant,FLAWED_APPROVAL,F3,H1,73,55,73,55,0.34520547945205476,0.6958904109589041,0.3506849315068494,0.005829744578549572,-0.02896469826621945,0.7587301850954277,0.38904109589041097,0.4865309124476299,1.0,11,0.1506849315068493,29,0.3972602739726027,50,0.684931506849315,46,0.003561734358949465
ground_truth,ROGUE,F2,J4,197,196,48,48,0.9736040609137057,0.06700507614213198,0.9065989847715736,0.03642689416267033,-0.05755420995394871,0.4302822993603817,0.9065989847715735,0.9231374443260068,1.0,2,0.01015228426395939,2,0.01015228426395939,7,0.03553299492385787,6,0.003402308896411851
quadrant,VALIDATED_BLOCK,F2,J1,125,124,21,21,0.9777333333333333,0.034,0.9437333333333333,0.05545818765058826,0.044953398812980175,0.41236776316493956,0.9437333333333333,0.952006069074959,1.0,1,0.008,1,0.008,1,0.008,1,0.0031204473584731007
quadrant,FLAWED_BLOCK,J1,S1,78,11,77,11,0.03333333333333334,0.9846153846153846,0.9512820512820512,0.051378717125283,0.06561209067618576,0.3601564057745054,0.9512820512820513,0.9615692302769389,1.0,1,0.01282051282051282,1,0.01282051282051282,1,0.01282051282051282,0,0.0025030657061035273
quadrant,VALIDATED_APPROVAL,J2,S1,26,3,26,3,0.02307692307692308,0.9923076923076923,0.9692307692307692,0.07223151185146152,0.07223151185146152,0.34205946878753035,0.9692307692307692,0.9719132598207438,1.0,0,0.0,0,0.0,0,0.0,0,0.0022225080569680472
verdict,APPROVE,J4,U1,104,2,101,2,0.0038461538461538464,0.6875,0.6836538461538462,0.006759404046912983,-0.0023999135751300495,0.13213428430809845,0.6836538461538461,0.7315026683793805,1.0,3,0.028846153846153848,7,0.0673076923076923,24,0.23076923076923078,2,0.00213831147253305
verdict,APPROVE,J5,U1,104,2,101,2,0.0038461538461538464,0.6875,0.6836538461538462,0.006759404046912983,-0.0023999135751300495,0.13213428430809845,0.6836538461538461,0.7315026683793805,1.0,3,0.028846153846153848,7,0.0673076923076923,24,0.23076923076923078,2,0.00213831147253305
verdict,BLOCK,F2,J5,198,197,50,50,0.980892255892256,0.06868686868686869,0.9122053872053874,0.024032537135390723,-0.05018440787693489,0.4341704475726548,0.9122053872053872,0.9271628942897248,1.0,2,0.010101010101010102,2,0.010101010101010102,6,0.030303030303030304,5,0.0021099272922737804
ground_truth,CLEAN,J4,U1,99,2,97,2,0.00404040404040404,0.6888888888888889,0.6848484848484848,0.006345913532085139,-0.0012945499286920324,0.13567318313538843,0.6848484848484848,0.7300200633744891,1.0,2,0.020202020202020204,6,0.06060606060606061,23,0.23232323232323232,2,0.001999924264657135
ground_truth,CLEAN,J5,U1,99,2,97,2,0.00404040404040404,0.6888888888888889,0.6848484848484848,0.006345913532085139,-0.0012945499286920324,0.13567318313538843,0.6848484848484848,0.7300200633744891,1.0,2,0.020202020202020204,6,0.06060606060606061,23,0.23232323232323232,2,0.001999924264657135
quadrant,VALIDATED_BLOCK,J2,U1,125,13,125,13,0.021200000000000004,0.9904000000000001,0.9692000000000001,0.05852908156703892,0.061909387744881396,0.3244094128739414,0.9692000000000001,0.9725944684193921,1.0,0,0.0,0,0.0,0,0.0,0,0.001802695712264795
verdict,BLOCK,F2,J3,198,197,54,54,0.980892255892256,0.07575757575757576,0.9051346801346802,0.018184443068045123,-0.07191423012665693,0.45833790647249745,0.9051346801346801,0.9209320718883384,1.0,2,0.010101010101010102,2,0.010101010101010102,5,0.025252525252525252,6,0.0017250730082227993
ground_truth,CLEAN,J2,S1,99,9,98,9,0.01818181818181818,0.9838383838383837,0.9656565656565655,0.048614481372464775,0.06487822187351767,0.304729537125191,0.9656565656565658,0.9727603128533906,1.0,1,0.010101010101010102,1,0.010101010101010102,1,0.010101010101010102,0,0.0016695882491553505
quadrant,VALIDATED_BLOCK,U3,U4,125,125,123,123,0.9249333333333334,0.6565333333333332,0.2684000000000002,0.002333352135208628,-0.02830889109359114,0.9331984212587233,0.2948,0.3769615364994154,1.0,27,0.216,57,0.456,100,0.8,34,0.0016454799257491245
quadrant,VALIDATED_BLOCK,J3,S1,125,10,10,1,0.016,0.019600000000000003,0.0036000000000000025,0.0016823339205489696,0.019116078181022098,0.07770286898858111,0.032400000000000005,0.08865664103720601,0.4,107,0.856,122,0.976,125,1.0,1,0.001627826301523183
ground_truth,ROGUE,F1,J4,197,192,48,46,0.8091370558375633,0.06700507614213198,0.7421319796954313,0.005524630904902584,-0.013872211797819427,0.4106682914123302,0.7482233502538072,0.7975851879139277,1.0,6,0.030456852791878174,18,0.09137055837563451,36,0.18274111675126903,22,0.0013909730603206504
verdict,APPROVE,J2,S1,104,9,103,9,0.01730769230769231,0.9865384615384615,0.9692307692307691,0.04101867635322853,0.05304177523184069,0.29663739256403276,0.9692307692307692,0.9758625376084955,1.0,1,0.009615384615384616,1,0.009615384615384616,1,0.009615384615384616,0,0.0012621131185608777
