stratum_type,stratum,rule_a,rule_b,cases,active_cases_a,active_cases_b,both_active_cases,mean_a,mean_b,prevalence_gap,pearson,spearman,cosine,mae,rmse,max_abs_diff,exact_same_cases,exact_same_rate,within_20pp_cases,within_20pp_rate,within_40pp_cases,within_40pp_rate,both_variable_cases,profile_score
quadrant,FLAWED_BLOCK,F1,J1,78,0,11,0,0.0,0.03333333333333334,0.03333333333333334,0.0,0.0,0.0,0.03333333333333334,0.09336995618478526,0.4,67,0.8589743589743589,76,0.9743589743589743,78,1.0,0,0.0
quadrant,FLAWED_BLOCK,F2,J1,78,0,11,0,0.0,0.03333333333333334,0.03333333333333334,0.0,0.0,0.0,0.03333333333333334,0.09336995618478526,0.4,67,0.8589743589743589,76,0.9743589743589743,78,1.0,0,0.0
quadrant,FLAWED_BLOCK,F3,J1,78,0,11,0,0.0,0.03333333333333334,0.03333333333333334,0.0,0.0,0.0,0.03333333333333334,0.09336995618478526,0.4,67,0.8589743589743589,76,0.9743589743589743,78,1.0,0,0.0
quadrant,VALIDATED_BLOCK,J1,U2,125,21,0,0,0.034,0.0,0.034,0.0,0.0,0.0,0.034,0.08306623862918076,0.25,104,0.832,124,0.992,125,1.0,0,0.0
verdict,APPROVE,F1,J1,104,0,20,0,0.0,0.04230769230769231,0.04230769230769231,0.0,0.0,0.0,0.04230769230769231,0.1,0.4,84,0.8076923076923077,102,0.9807692307692307,104,1.0,0,0.0
verdict,APPROVE,F2,J1,104,0,20,0,0.0,0.04230769230769231,0.04230769230769231,0.0,0.0,0.0,0.04230769230769231,0.1,0.4,84,0.8076923076923077,102,0.9807692307692307,104,1.0,0,0.0
verdict,APPROVE,F3,J1,104,0,20,0,0.0,0.04230769230769231,0.04230769230769231,0.0,0.0,0.0,0.04230769230769231,0.1,0.4,84,0.8076923076923077,102,0.9807692307692307,104,1.0,0,0.0
verdict,BLOCK,J4,U2,198,48,0,0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.1556997888323046,1.0,150,0.7575757575757576,186,0.9393939393939394,194,0.9797979797979798,0,0.0
ground_truth,ROGUE,J4,U2,197,48,0,0,0.06700507614213198,0.0,0.06700507614213198,0.0,0.0,0.0,0.06700507614213198,0.15609446573630514,1.0,149,0.7563451776649747,185,0.9390862944162437,193,0.9796954314720813,0,0.0
verdict,BLOCK,J5,U2,198,50,0,0,0.06868686868686869,0.0,0.06868686868686869,0.0,0.0,0.0,0.06868686868686869,0.1582735134206133,1.0,148,0.7474747474747475,187,0.9444444444444444,193,0.9747474747474747,0,0.0
ground_truth,ROGUE,J5,U2,197,50,0,0,0.06903553299492386,0.0,0.06903553299492386,0.0,0.0,0.0,0.06903553299492386,0.158674714351781,1.0,147,0.7461928934010152,186,0.9441624365482234,192,0.9746192893401016,0,0.0
quadrant,VALIDATED_APPROVAL,F1,J1,26,0,9,0,0.0,0.06923076923076923,0.06923076923076923,0.0,0.0,0.0,0.06923076923076923,0.11766968108291044,0.2,17,0.6538461538461539,26,1.0,26,1.0,0,0.0
quadrant,VALIDATED_APPROVAL,F2,J1,26,0,9,0,0.0,0.06923076923076923,0.06923076923076923,0.0,0.0,0.0,0.06923076923076923,0.11766968108291044,0.2,17,0.6538461538461539,26,1.0,26,1.0,0,0.0
quadrant,VALIDATED_APPROVAL,F3,J1,26,0,9,0,0.0,0.06923076923076923,0.06923076923076923,0.0,0.0,0.0,0.06923076923076923,0.11766968108291044,0.2,17,0.6538461538461539,26,1.0,26,1.0,0,0.0
quadrant,VALIDATED_APPROVAL,J1,J4,26,9,0,0,0.06923076923076923,0.0,0.06923076923076923,0.0,0.0,0.0,0.06923076923076923,0.11766968108291044,0.2,17,0.6538461538461539,26,1.0,26,1.0,0,0.0
quadrant,VALIDATED_APPROVAL,J1,J5,26,9,0,0,0.06923076923076923,0.0,0.06923076923076923,0.0,0.0,0.0,0.06923076923076923,0.11766968108291044,0.2,17,0.6538461538461539,26,1.0,26,1.0,0,0.0
quadrant,VALIDATED_APPROVAL,J1,U2,26,9,0,0,0.06923076923076923,0.0,0.06923076923076923,0.0,0.0,0.0,0.06923076923076923,0.11766968108291044,0.2,17,0.6538461538461539,26,1.0,26,1.0,0,0.0
verdict,BLOCK,J3,U2,198,54,0,0,0.07575757575757576,0.0,0.07575757575757576,0.0,0.0,0.0,0.07575757575757576,0.16514456476895412,1.0,144,0.7272727272727273,183,0.9242424242424242,194,0.9797979797979798,0,0.0
ground_truth,ROGUE,J3,U2,197,54,0,0,0.07614213197969544,0.0,0.07614213197969544,0.0,0.0,0.0,0.07614213197969544,0.16556318284174884,1.0,143,0.7258883248730964,182,0.9238578680203046,193,0.9796954314720813,0,0.0
verdict,BLOCK,J2,U2,198,62,0,0,0.09116161616161615,0.0,0.09116161616161615,0.0,0.0,0.0,0.09116161616161615,0.1856261584666092,1.0,136,0.6868686868686869,178,0.898989898989899,191,0.9646464646464646,0,0.0
ground_truth,ROGUE,J2,U2,197,62,0,0,0.09137055837563451,0.0,0.09137055837563451,0.0,0.0,0.0,0.09137055837563451,0.18578957585790956,1.0,135,0.6852791878172588,178,0.9035532994923858,190,0.9644670050761421,0,0.0
quadrant,FLAWED_APPROVAL,U1,U3,73,73,73,73,1.0,0.895890410958904,0.10410958904109602,0.0,0.0,0.9878613100868773,0.10410958904109588,0.17517114918515922,0.6,43,0.589041095890411,66,0.9041095890410958,72,0.9863013698630136,0,0.0
ground_truth,ROGUE,J1,U2,197,71,0,0,0.11065989847715735,0.0,0.11065989847715735,0.0,0.0,0.0,0.11065989847715735,0.21183270863278056,1.0,126,0.6395939086294417,173,0.8781725888324873,186,0.9441624365482234,0,0.0
verdict,BLOCK,J1,U2,198,72,0,0,0.11136363636363635,0.0,0.11136363636363635,0.0,0.0,0.0,0.11136363636363635,0.2120427344006892,1.0,126,0.6363636363636364,173,0.8737373737373737,187,0.9444444444444444,0,0.0
quadrant,FLAWED_APPROVAL,F1,U1,73,71,73,71,0.8684931506849314,1.0,0.13150684931506862,0.0,0.0,0.9700087885092127,0.13150684931506848,0.25427845808596394,1.0,46,0.6301369863013698,60,0.821917808219178,69,0.9452054794520548,0,0.0
quadrant,FLAWED_APPROVAL,J4,U2,73,41,0,0,0.16164383561643833,0.0,0.16164383561643833,0.0,0.0,0.0,0.16164383561643833,0.24883289215692145,1.0,32,0.4383561643835616,61,0.8356164383561644,69,0.9452054794520548,0,0.0
quadrant,FLAWED_APPROVAL,J5,U2,73,42,0,0,0.1643835616438356,0.0,0.1643835616438356,0.0,0.0,0.0,0.1643835616438356,0.25211434674690064,1.0,31,0.4246575342465753,62,0.8493150684931506,68,0.9315068493150684,0,0.0
quadrant,FLAWED_APPROVAL,J3,U2,73,44,0,0,0.17808219178082188,0.0,0.17808219178082188,0.0,0.0,0.0,0.17808219178082188,0.2617119612951069,1.0,29,0.3972602739726027,58,0.7945205479452054,69,0.9452054794520548,0,0.0
quadrant,FLAWED_APPROVAL,J2,U2,73,49,0,0,0.21095890410958903,0.0,0.21095890410958903,0.0,0.0,0.0,0.21095890410958903,0.29330427419366734,1.0,24,0.3287671232876712,54,0.7397260273972602,66,0.9041095890410958,0,0.0
quadrant,FLAWED_BLOCK,F1,H1,78,0,52,0,0.0,0.22799145299145296,0.22799145299145296,0.0,0.0,0.0,0.22799145299145296,0.31242662956348466,1.0,26,0.3333333333333333,48,0.6153846153846154,74,0.9487179487179487,0,0.0
quadrant,FLAWED_BLOCK,F2,H1,78,0,52,0,0.0,0.22799145299145296,0.22799145299145296,0.0,0.0,0.0,0.22799145299145296,0.31242662956348466,1.0,26,0.3333333333333333,48,0.6153846153846154,74,0.9487179487179487,0,0.0
quadrant,FLAWED_BLOCK,F3,H1,78,0,52,0,0.0,0.22799145299145296,0.22799145299145296,0.0,0.0,0.0,0.22799145299145296,0.31242662956348466,1.0,26,0.3333333333333333,48,0.6153846153846154,74,0.9487179487179487,0,0.0
quadrant,FLAWED_APPROVAL,J1,U2,73,51,0,0,0.24383561643835616,0.0,0.24383561643835616,0.0,0.0,0.0,0.24383561643835616,0.3318689294004033,1.0,22,0.3013698630136986,49,0.6712328767123288,62,0.8493150684931506,0,0.0
verdict,APPROVE,F1,H1,104,0,77,0,0.0,0.28445512820512825,0.28445512820512825,0.0,0.0,0.0,0.28445512820512825,0.3707270807158123,1.0,27,0.25961538461538464,54,0.5192307692307693,91,0.875,0,0.0
verdict,APPROVE,F2,H1,104,0,77,0,0.0,0.28445512820512825,0.28445512820512825,0.0,0.0,0.0,0.28445512820512825,0.3707270807158123,1.0,27,0.25961538461538464,54,0.5192307692307693,91,0.875,0,0.0
verdict,APPROVE,F3,H1,104,0,77,0,0.0,0.28445512820512825,0.28445512820512825,0.0,0.0,0.0,0.28445512820512825,0.3707270807158123,1.0,27,0.25961538461538464,54,0.5192307692307693,91,0.875,0,0.0
quadrant,FLAWED_APPROVAL,H1,U1,73,73,73,73,0.6958904109589041,1.0,0.30410958904109586,0.0,0.0,0.9584837416850871,0.3041095890410958,0.3678892030943891,0.8,13,0.1780821917808219,38,0.5205479452054794,58,0.7945205479452054,0,0.0
quadrant,VALIDATED_BLOCK,F3,U2,125,89,0,0,0.31120000000000003,0.0,0.31120000000000003,0.0,0.0,0.0,0.31120000000000003,0.4136181814185639,1.0,36,0.288,62,0.496,97,0.776,0,0.0
ground_truth,ROGUE,F3,U2,197,143,0,0,0.32182741116751273,0.0,0.32182741116751273,0.0,0.0,0.0,0.32182741116751273,0.4210212384770286,1.0,54,0.27411167512690354,96,0.4873096446700508,151,0.766497461928934,0,0.0
verdict,BLOCK,F3,U2,198,144,0,0,0.3237373737373737,0.0,0.3237373737373737,0.0,0.0,0.0,0.3237373737373737,0.4222654151219122,1.0,54,0.2727272727272727,94,0.47474747474747475,150,0.7575757575757576,0,0.0
quadrant,FLAWED_APPROVAL,F3,U2,73,55,0,0,0.34520547945205476,0.0,0.34520547945205476,0.0,0.0,0.0,0.34520547945205476,0.4366748578826692,0.8,18,0.2465753424657534,32,0.4383561643835616,53,0.726027397260274,0,0.0
quadrant,FLAWED_BLOCK,F1,U3,78,0,65,0,0.0,0.35662393162393163,0.35662393162393163,0.0,0.0,0.0,0.35662393162393163,0.43036872152520156,1.0,13,0.16666666666666666,31,0.3974358974358974,60,0.7692307692307693,0,0.0
quadrant,FLAWED_BLOCK,F2,U3,78,0,65,0,0.0,0.35662393162393163,0.35662393162393163,0.0,0.0,0.0,0.35662393162393163,0.43036872152520156,1.0,13,0.16666666666666666,31,0.3974358974358974,60,0.7692307692307693,0,0.0
quadrant,FLAWED_BLOCK,F3,U3,78,0,65,0,0.0,0.35662393162393163,0.35662393162393163,0.0,0.0,0.0,0.35662393162393163,0.43036872152520156,1.0,13,0.16666666666666666,31,0.3974358974358974,60,0.7692307692307693,0,0.0
quadrant,FLAWED_BLOCK,F1,U4,78,0,68,0,0.0,0.36047008547008547,0.36047008547008547,0.0,0.0,0.0,0.36047008547008547,0.4287271627235439,1.0,10,0.1282051282051282,33,0.4230769230769231,57,0.7307692307692307,0,0.0
quadrant,FLAWED_BLOCK,F2,U4,78,0,68,0,0.0,0.36047008547008547,0.36047008547008547,0.0,0.0,0.0,0.36047008547008547,0.4287271627235439,1.0,10,0.1282051282051282,33,0.4230769230769231,57,0.7307692307692307,0,0.0
quadrant,FLAWED_BLOCK,F3,U4,78,0,68,0,0.0,0.36047008547008547,0.36047008547008547,0.0,0.0,0.0,0.36047008547008547,0.4287271627235439,1.0,10,0.1282051282051282,33,0.4230769230769231,57,0.7307692307692307,0,0.0
verdict,APPROVE,F1,U3,104,0,87,0,0.0,0.361698717948718,0.361698717948718,0.0,0.0,0.0,0.361698717948718,0.43508337446407075,1.0,17,0.16346153846153846,41,0.3942307692307692,78,0.75,0,0.0
verdict,APPROVE,F2,U3,104,0,87,0,0.0,0.361698717948718,0.361698717948718,0.0,0.0,0.0,0.361698717948718,0.43508337446407075,1.0,17,0.16346153846153846,41,0.3942307692307692,78,0.75,0,0.0
verdict,APPROVE,F3,U3,104,0,87,0,0.0,0.361698717948718,0.361698717948718,0.0,0.0,0.0,0.361698717948718,0.43508337446407075,1.0,17,0.16346153846153846,41,0.3942307692307692,78,0.75,0,0.0
verdict,APPROVE,F1,U4,104,0,91,0,0.0,0.3703525641025641,0.3703525641025641,0.0,0.0,0.0,0.3703525641025641,0.43871473608498684,1.0,13,0.125,43,0.41346153846153844,73,0.7019230769230769,0,0.0
verdict,APPROVE,F2,U4,104,0,91,0,0.0,0.3703525641025641,0.3703525641025641,0.0,0.0,0.0,0.3703525641025641,0.43871473608498684,1.0,13,0.125,43,0.41346153846153844,73,0.7019230769230769,0,0.0
verdict,APPROVE,F3,U4,104,0,91,0,0.0,0.3703525641025641,0.3703525641025641,0.0,0.0,0.0,0.3703525641025641,0.43871473608498684,1.0,13,0.125,43,0.41346153846153844,73,0.7019230769230769,0,0.0
quadrant,VALIDATED_APPROVAL,F1,U3,26,0,22,0,0.0,0.37692307692307686,0.37692307692307686,0.0,0.0,0.0,0.37692307692307686,0.44893035265891923,0.8,4,0.15384615384615385,10,0.38461538461538464,18,0.6923076923076923,0,0.0
quadrant,VALIDATED_APPROVAL,F2,U3,26,0,22,0,0.0,0.37692307692307686,0.37692307692307686,0.0,0.0,0.0,0.37692307692307686,0.44893035265891923,0.8,4,0.15384615384615385,10,0.38461538461538464,18,0.6923076923076923,0,0.0
quadrant,VALIDATED_APPROVAL,F3,U3,26,0,22,0,0.0,0.37692307692307686,0.37692307692307686,0.0,0.0,0.0,0.37692307692307686,0.44893035265891923,0.8,4,0.15384615384615385,10,0.38461538461538464,18,0.6923076923076923,0,0.0
quadrant,VALIDATED_APPROVAL,J4,U3,26,0,22,0,0.0,0.37692307692307686,0.37692307692307686,0.0,0.0,0.0,0.37692307692307686,0.44893035265891923,0.8,4,0.15384615384615385,10,0.38461538461538464,18,0.6923076923076923,0,0.0
quadrant,VALIDATED_APPROVAL,J5,U3,26,0,22,0,0.0,0.37692307692307686,0.37692307692307686,0.0,0.0,0.0,0.37692307692307686,0.44893035265891923,0.8,4,0.15384615384615385,10,0.38461538461538464,18,0.6923076923076923,0,0.0
quadrant,VALIDATED_APPROVAL,U2,U3,26,0,22,0,0.0,0.37692307692307686,0.37692307692307686,0.0,0.0,0.0,0.37692307692307686,0.44893035265891923,0.8,4,0.15384615384615385,10,0.38461538461538464,18,0.6923076923076923,0,0.0
quadrant,VALIDATED_BLOCK,H1,U2,125,111,0,0,0.38386666666666674,0.0,0.38386666666666674,0.0,0.0,0.0,0.38386666666666674,0.45504822699235836,1.0,14,0.112,48,0.384,91,0.728,0,0.0
quadrant,VALIDATED_APPROVAL,F1,U4,26,0,23,0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.4673986932604096,0.8,3,0.11538461538461539,10,0.38461538461538464,16,0.6153846153846154,0,0.0
quadrant,VALIDATED_APPROVAL,F2,U4,26,0,23,0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.4673986932604096,0.8,3,0.11538461538461539,10,0.38461538461538464,16,0.6153846153846154,0,0.0
quadrant,VALIDATED_APPROVAL,F3,U4,26,0,23,0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.4673986932604096,0.8,3,0.11538461538461539,10,0.38461538461538464,16,0.6153846153846154,0,0.0
quadrant,VALIDATED_APPROVAL,J4,U4,26,0,23,0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.4673986932604096,0.8,3,0.11538461538461539,10,0.38461538461538464,16,0.6153846153846154,0,0.0
quadrant,VALIDATED_APPROVAL,J5,U4,26,0,23,0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.4673986932604096,0.8,3,0.11538461538461539,10,0.38461538461538464,16,0.6153846153846154,0,0.0
quadrant,VALIDATED_APPROVAL,U2,U4,26,0,23,0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.4673986932604096,0.8,3,0.11538461538461539,10,0.38461538461538464,16,0.6153846153846154,0,0.0
quadrant,VALIDATED_APPROVAL,F1,H1,26,0,25,0,0.0,0.4538461538461539,0.4538461538461539,0.0,0.0,0.0,0.4538461538461539,0.5068758002934022,1.0,1,0.038461538461538464,6,0.23076923076923078,17,0.6538461538461539,0,0.0
quadrant,VALIDATED_APPROVAL,F2,H1,26,0,25,0,0.0,0.4538461538461539,0.4538461538461539,0.0,0.0,0.0,0.4538461538461539,0.5068758002934022,1.0,1,0.038461538461538464,6,0.23076923076923078,17,0.6538461538461539,0,0.0
quadrant,VALIDATED_APPROVAL,F3,H1,26,0,25,0,0.0,0.4538461538461539,0.4538461538461539,0.0,0.0,0.0,0.4538461538461539,0.5068758002934022,1.0,1,0.038461538461538464,6,0.23076923076923078,17,0.6538461538461539,0,0.0
quadrant,VALIDATED_APPROVAL,H1,J4,26,25,0,0,0.4538461538461539,0.0,0.4538461538461539,0.0,0.0,0.0,0.4538461538461539,0.5068758002934022,1.0,1,0.038461538461538464,6,0.23076923076923078,17,0.6538461538461539,0,0.0
quadrant,VALIDATED_APPROVAL,H1,J5,26,25,0,0,0.4538461538461539,0.0,0.4538461538461539,0.0,0.0,0.0,0.4538461538461539,0.5068758002934022,1.0,1,0.038461538461538464,6,0.23076923076923078,17,0.6538461538461539,0,0.0
quadrant,VALIDATED_APPROVAL,H1,U2,26,25,0,0,0.4538461538461539,0.0,0.4538461538461539,0.0,0.0,0.0,0.4538461538461539,0.5068758002934022,1.0,1,0.038461538461538464,6,0.23076923076923078,17,0.6538461538461539,0,0.0
quadrant,FLAWED_APPROVAL,U2,U4,73,0,71,0,0.0,0.4712328767123288,0.4712328767123288,0.0,0.0,0.0,0.4712328767123288,0.5223760257982435,1.0,2,0.0273972602739726,18,0.2465753424657534,42,0.5753424657534246,0,0.0
ground_truth,ROGUE,H1,U2,197,184,0,0,0.49441624365482234,0.0,0.49441624365482234,0.0,0.0,0.0,0.49441624365482234,0.564427745777124,1.0,13,0.06598984771573604,50,0.25380710659898476,107,0.5431472081218274,0,0.0
verdict,BLOCK,H1,U2,198,184,0,0,0.49890572390572396,0.0,0.49890572390572396,0.0,0.0,0.0,0.49890572390572396,0.5701480009483587,1.0,14,0.0707070707070707,49,0.2474747474747475,106,0.5353535353535354,0,0.0
quadrant,FLAWED_APPROVAL,U1,U4,73,73,71,71,1.0,0.4712328767123288,0.5287671232876712,0.0,0.0,0.9020951449527898,0.5287671232876713,0.5748138471749873,1.0,1,0.0136986301369863,14,0.1917808219178082,31,0.4246575342465753,0,0.0
verdict,BLOCK,U2,U4,198,0,194,0,0.0,0.5882154882154882,0.5882154882154882,0.0,0.0,0.0,0.5882154882154882,0.6387505339871831,1.0,4,0.020202020202020204,29,0.14646464646464646,69,0.3484848484848485,0,0.0
ground_truth,ROGUE,U2,U4,197,0,194,0,0.0,0.5898477157360407,0.5898477157360407,0.0,0.0,0.0,0.5898477157360407,0.6386851976724436,1.0,3,0.015228426395939087,28,0.14213197969543148,69,0.350253807106599,0,0.0
quadrant,FLAWED_BLOCK,F1,U1,78,0,76,0,0.0,0.6448717948717948,0.6448717948717948,0.0,0.0,0.0,0.6448717948717948,0.6932827890846748,1.0,2,0.02564102564102564,6,0.07692307692307693,21,0.2692307692307692,0,0.0
quadrant,FLAWED_BLOCK,F2,U1,78,0,76,0,0.0,0.6448717948717948,0.6448717948717948,0.0,0.0,0.0,0.6448717948717948,0.6932827890846748,1.0,2,0.02564102564102564,6,0.07692307692307693,21,0.2692307692307692,0,0.0
quadrant,FLAWED_BLOCK,F3,U1,78,0,76,0,0.0,0.6448717948717948,0.6448717948717948,0.0,0.0,0.0,0.6448717948717948,0.6932827890846748,1.0,2,0.02564102564102564,6,0.07692307692307693,21,0.2692307692307692,0,0.0
quadrant,FLAWED_APPROVAL,F3,U1,73,55,73,55,0.34520547945205476,1.0,0.6547945205479453,0.0,0.0,0.7905320703048322,0.6547945205479453,0.7073004825410059,1.0,0,0.0,10,0.136986301369863,20,0.273972602739726,0,0.0
quadrant,VALIDATED_BLOCK,U2,U4,125,0,123,0,0.0,0.6565333333333332,0.6565333333333332,0.0,0.0,0.0,0.6565333333333332,0.6977933473139133,1.0,2,0.016,11,0.088,27,0.216,0,0.0
verdict,APPROVE,F1,U1,104,0,101,0,0.0,0.6875,0.6875,0.0,0.0,0.0,0.6875,0.73465062339968,1.0,3,0.028846153846153848,7,0.0673076923076923,23,0.22115384615384615,0,0.0
verdict,APPROVE,F2,U1,104,0,101,0,0.0,0.6875,0.6875,0.0,0.0,0.0,0.6875,0.73465062339968,1.0,3,0.028846153846153848,7,0.0673076923076923,23,0.22115384615384615,0,0.0
verdict,APPROVE,F3,U1,104,0,101,0,0.0,0.6875,0.6875,0.0,0.0,0.0,0.6875,0.73465062339968,1.0,3,0.028846153846153848,7,0.0673076923076923,23,0.22115384615384615,0,0.0
quadrant,FLAWED_APPROVAL,H1,U2,73,73,0,0,0.6958904109589041,0.0,0.6958904109589041,0.0,0.0,0.0,0.6958904109589041,0.7260325665362629,1.0,0,0.0,1,0.0136986301369863,15,0.2054794520547945,0,0.0
quadrant,FLAWED_APPROVAL,J1,U1,73,51,73,51,0.24383561643835616,1.0,0.7561643835616438,0.0,0.0,0.7347346944436788,0.7561643835616438,0.7889649887191812,1.0,1,0.0136986301369863,2,0.0273972602739726,11,0.1506849315068493,0,0.0
quadrant,VALIDATED_BLOCK,F1,U2,125,123,0,0,0.7865333333333333,0.0,0.7865333333333333,0.0,0.0,0.0,0.7865333333333333,0.8271490528046052,1.0,2,0.016,9,0.072,17,0.136,0,0.0
quadrant,FLAWED_APPROVAL,J2,U1,73,49,73,49,0.21095890410958903,1.0,0.7890410958904109,0.0,0.0,0.7192493348061266,0.7890410958904108,0.8149291926548563,1.0,1,0.0136986301369863,1,0.0136986301369863,7,0.0958904109589041,0,0.0
ground_truth,ROGUE,F1,U2,197,192,0,0,0.8091370558375633,0.0,0.8091370558375633,0.0,0.0,0.0,0.8091370558375633,0.8488869989909362,1.0,5,0.025380710659898477,14,0.07106598984771574,23,0.116751269035533,0,0.0
quadrant,VALIDATED_APPROVAL,F1,U1,26,0,25,0,0.0,0.8153846153846154,0.8153846153846154,0.0,0.0,0.0,0.8153846153846154,0.8467131018964317,1.0,1,0.038461538461538464,1,0.038461538461538464,2,0.07692307692307693,0,0.0
quadrant,VALIDATED_APPROVAL,F2,U1,26,0,25,0,0.0,0.8153846153846154,0.8153846153846154,0.0,0.0,0.0,0.8153846153846154,0.8467131018964317,1.0,1,0.038461538461538464,1,0.038461538461538464,2,0.07692307692307693,0,0.0
quadrant,VALIDATED_APPROVAL,F3,U1,26,0,25,0,0.0,0.8153846153846154,0.8153846153846154,0.0,0.0,0.0,0.8153846153846154,0.8467131018964317,1.0,1,0.038461538461538464,1,0.038461538461538464,2,0.07692307692307693,0,0.0
quadrant,VALIDATED_APPROVAL,J4,U1,26,0,25,0,0.0,0.8153846153846154,0.8153846153846154,0.0,0.0,0.0,0.8153846153846154,0.8467131018964317,1.0,1,0.038461538461538464,1,0.038461538461538464,2,0.07692307692307693,0,0.0
quadrant,VALIDATED_APPROVAL,J5,U1,26,0,25,0,0.0,0.8153846153846154,0.8153846153846154,0.0,0.0,0.0,0.8153846153846154,0.8467131018964317,1.0,1,0.038461538461538464,1,0.038461538461538464,2,0.07692307692307693,0,0.0
quadrant,VALIDATED_APPROVAL,U1,U2,26,25,0,0,0.8153846153846154,0.0,0.8153846153846154,0.0,0.0,0.0,0.8153846153846154,0.8467131018964317,1.0,1,0.038461538461538464,1,0.038461538461538464,2,0.07692307692307693,0,0.0
verdict,BLOCK,F1,U2,198,194,0,0,0.8167508417508417,0.0,0.8167508417508417,0.0,0.0,0.0,0.8167508417508417,0.8529270589571154,1.0,4,0.020202020202020204,11,0.05555555555555555,21,0.10606060606060606,0,0.0
quadrant,FLAWED_APPROVAL,J3,U1,73,44,73,44,0.17808219178082188,1.0,0.8219178082191781,0.0,0.0,0.6804510993672779,0.821917808219178,0.8439957151095543,1.0,1,0.0136986301369863,1,0.0136986301369863,4,0.0547945205479452,0,0.0
quadrant,FLAWED_APPROVAL,J5,U1,73,42,73,42,0.1643835616438356,1.0,0.8356164383561644,0.0,0.0,0.652019862276467,0.8356164383561644,0.8572015635473056,1.0,1,0.0136986301369863,1,0.0136986301369863,5,0.0684931506849315,0,0.0
quadrant,FLAWED_APPROVAL,J4,U1,73,41,73,41,0.16164383561643833,1.0,0.8383561643835616,0.0,0.0,0.6496079927990426,0.8383561643835615,0.8594359411767124,1.0,1,0.0136986301369863,1,0.0136986301369863,4,0.0547945205479452,0,0.0
quadrant,FLAWED_APPROVAL,F1,U2,73,71,0,0,0.8684931506849314,0.0,0.8684931506849314,0.0,0.0,0.0,0.8684931506849314,0.895345651475696,1.0,2,0.0273972602739726,2,0.0273972602739726,4,0.0547945205479452,0,0.0
quadrant,FLAWED_APPROVAL,U2,U3,73,0,73,0,0.0,0.895890410958904,0.895890410958904,0.0,0.0,0.0,0.895890410958904,0.9068989764161484,1.0,0,0.0,0,0.0,1,0.0136986301369863,0,0.0
ground_truth,ROGUE,U2,U3,197,0,197,0,0.0,0.9065989847715737,0.9065989847715737,0.0,0.0,0.0,0.9065989847715737,0.9167366532273914,1.0,0,0.0,0,0.0,3,0.015228426395939087,0,0.0
verdict,BLOCK,U2,U3,198,0,198,0,0.0,0.9142255892255893,0.9142255892255893,0.0,0.0,0.0,0.9142255892255893,0.9232325304466756,1.0,0,0.0,0,0.0,2,0.010101010101010102,0,0.0
quadrant,VALIDATED_BLOCK,U2,U3,125,0,125,0,0.0,0.9249333333333334,0.9249333333333334,0.0,0.0,0.0,0.9249333333333334,0.9326390274675168,1.0,0,0.0,0,0.0,1,0.008,0,0.0
ground_truth,ROGUE,F2,U2,197,196,0,0,0.9736040609137057,0.0,0.9736040609137057,0.0,0.0,0.0,0.9736040609137057,0.9794849988356955,1.0,1,0.005076142131979695,1,0.005076142131979695,3,0.015228426395939087,0,0.0
quadrant,VALIDATED_BLOCK,F2,U2,125,124,0,0,0.9777333333333333,0.0,0.9777333333333333,0.0,0.0,0.0,0.9777333333333333,0.9832474538769758,1.0,1,0.008,1,0.008,1,0.008,0,0.0
verdict,BLOCK,F2,U2,198,197,0,0,0.980892255892256,0.0,0.980892255892256,0.0,0.0,0.0,0.980892255892256,0.9848523050948957,1.0,1,0.005050505050505051,1,0.005050505050505051,1,0.005050505050505051,0,0.0
quadrant,FLAWED_BLOCK,F1,S1,78,0,77,0,0.0,0.9846153846153846,0.9846153846153846,0.0,0.0,0.0,0.9846153846153846,0.9912437150187146,1.0,1,0.01282051282051282,1,0.01282051282051282,1,0.01282051282051282,0,0.0
quadrant,FLAWED_BLOCK,F2,S1,78,0,77,0,0.0,0.9846153846153846,0.9846153846153846,0.0,0.0,0.0,0.9846153846153846,0.9912437150187146,1.0,1,0.01282051282051282,1,0.01282051282051282,1,0.01282051282051282,0,0.0
quadrant,FLAWED_BLOCK,F3,S1,78,0,77,0,0.0,0.9846153846153846,0.9846153846153846,0.0,0.0,0.0,0.9846153846153846,0.9912437150187146,1.0,1,0.01282051282051282,1,0.01282051282051282,1,0.01282051282051282,0,0.0
quadrant,FLAWED_APPROVAL,F2,U2,73,73,0,0,0.9863013698630136,0.0,0.9863013698630136,0.0,0.0,0.0,0.9863013698630136,0.9875942819566265,1.0,0,0.0,0,0.0,0,0.0,0,0.0
verdict,APPROVE,F1,S1,104,0,103,0,0.0,0.9865384615384615,0.9865384615384615,0.0,0.0,0.0,0.9865384615384615,0.9916962934596149,1.0,1,0.009615384615384616,1,0.009615384615384616,1,0.009615384615384616,0,0.0
