rule_a,rule_b,cases,active_cases_a,active_cases_b,both_active_cases,mean_a,mean_b,prevalence_gap,pearson,spearman,cosine,mae,rmse,max_abs_diff,exact_same_cases,exact_same_rate,within_20pp_cases,within_20pp_rate,within_40pp_cases,within_40pp_rate,both_variable_cases,profile_score
J3,J4,197,54,48,48,0.07614213197969544,0.06700507614213198,0.009137055837563454,0.9490118410291692,0.9279648207458563,0.9585225256084311,0.009137055837563452,0.047259946445918306,0.4,189,0.9593908629441624,196,0.9949238578680203,197,1.0,47,0.9403406668471769
J1,J2,197,71,62,62,0.11065989847715735,0.09137055837563451,0.019289340101522834,0.9394925315662473,0.9240552299439867,0.954445491598826,0.019289340101522844,0.06529899992237971,0.4,179,0.9086294416243654,196,0.9949238578680203,197,1.0,61,0.9213703406020253
J3,J5,197,54,50,48,0.07614213197969544,0.06903553299492386,0.0071065989847715755,0.9097751198371185,0.9013350779569657,0.9274777915203366,0.017258883248730966,0.06211173818453779,0.4,181,0.9187817258883249,196,0.9949238578680203,197,1.0,47,0.8940734172612494
J4,J5,197,48,50,46,0.06700507614213198,0.06903553299492386,0.0020304568527918787,0.8993837234415631,0.911375151097199,0.9181561700975344,0.016243654822335026,0.06372529878771661,0.4,183,0.9289340101522843,195,0.9898477157360406,197,1.0,45,0.884774444685152
J2,J5,197,62,50,50,0.09137055837563451,0.06903553299492386,0.022335025380710652,0.8867392765553678,0.8746617387100818,0.9091564578749004,0.026395939086294423,0.07804723286815257,0.4,173,0.8781725888324873,195,0.9898477157360406,197,1.0,49,0.8633329606259875
J2,J4,197,62,48,47,0.09137055837563451,0.06700507614213198,0.02436548223350253,0.8533320971588544,0.8277513294022418,0.8821764529376462,0.030456852791878174,0.08783926252314019,0.6,170,0.8629441624365483,195,0.9898477157360406,196,0.9949238578680203,46,0.8273422870931025
J2,J3,197,62,54,51,0.09137055837563451,0.07614213197969544,0.015228426395939076,0.8429685426001039,0.8400733704767993,0.8779308214393179,0.03147208121827411,0.08898753691325728,0.6,169,0.8578680203045685,195,0.9898477157360406,196,0.9949238578680203,50,0.8164385681629432
J1,J3,197,71,54,54,0.11065989847715735,0.07614213197969544,0.03451776649746191,0.8219732989438574,0.8331213849810193,0.8626273972457446,0.03857868020304569,0.10852027343401276,0.6000000000000001,167,0.8477157360406091,191,0.9695431472081218,195,0.9898477157360406,53,0.7902626539084598
J1,J5,197,71,50,50,0.11065989847715735,0.06903553299492386,0.041624365482233486,0.8133546182785849,0.8041654146908709,0.8517499823328608,0.04568527918781726,0.11310118554899783,0.6000000000000001,160,0.8121827411167513,190,0.9644670050761421,196,0.9949238578680203,49,0.7761962854638272
J1,J4,197,71,48,48,0.11065989847715735,0.06700507614213198,0.043654822335025364,0.809151163751636,0.7843223225906178,0.847407545111154,0.04365482233502538,0.11488241616168773,0.6000000000000001,163,0.8274111675126904,190,0.9644670050761421,195,0.9898477157360406,47,0.7738278134558793
