target,lambda,mean_nonzero,mean_logloss,se_logloss,mean_accuracy,mean_precision,mean_recall,mean_f1
F1,0.13513436116626068,3.0,0.4139527564090527,0.012339354257693691,0.8697169059011165,0.8195771246008959,0.9759512622825518,0.8903552052988545
F1,0.1874203936666262,2.0,0.4641104551551408,0.008187332872333272,0.8727263525947736,0.8196710377308621,0.982453905802805,0.8931175749791898
F1,0.259936878074525,2.0,0.5384595934655252,0.0036058735526310393,0.8727263525947736,0.8196710377308621,0.982453905802805,0.8931175749791898
F1,0.3605113577091053,1.0,0.6640987051623413,0.0034944454091900634,0.8739384738068949,0.8195690106131283,0.9864012742238577,0.8945862233689696
F1,0.5,0.0,0.6931471805599453,7.021666937153402e-17,0.543519660164397,0.543519660164397,1.0,0.7031986584417371
F2,0.001,9.4,0.08660180700695377,0.005892628288805762,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.0013869188565300285,8.4,0.08649491468803396,0.005717867065819782,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.00192354391459856,7.8,0.08630989294723176,0.005683505288771396,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.0026677993265203275,7.2,0.08671402801894561,0.00583764114500797,0.9803071708992762,0.9833272736802149,0.986486516627337,0.9848910762859392
F2,0.0037000211913891527,6.0,0.0874678061796984,0.0059911249891147255,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.005131629159898318,5.6,0.08845280154716674,0.0061576453206681585,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.007117153246582319,5.2,0.08996706991914642,0.00638487472110598,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.00987091404249892,4.2,0.09231588269111525,0.006613439343407368,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.013690156816728805,4.0,0.09597263488519817,0.00679598163290584,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.018987136637974283,3.4,0.10096677006737376,0.006862729964204041,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.02633361783471869,3.0,0.1075636273707729,0.006775497553307837,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.036522591135626795,3.0,0.11724002390186386,0.006619945998362288,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.05065387033533725,1.2,0.12828226073889887,0.005923405218894281,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.07025280792430623,1.0,0.1433040335346554,0.0052423529400173335,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.09743494403440249,1.0,0.1662774584327756,0.004497684010206466,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.13513436116626068,1.0,0.2012116735625121,0.003693729183990673,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.1874203936666262,1.0,0.25445143134540305,0.0028583460787180866,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.259936878074525,1.0,0.3366972961971726,0.002117861561059079,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.3605113577091053,1.0,0.46779405847150934,0.0020185734304673723,0.9796821708992761,0.9833153689183101,0.9855976277384482,0.9844397028635189
F2,0.5,0.4,0.6889820541808375,0.0027083025344224725,0.8041018740031898,0.805023689030268,0.993478645066274,0.8818011547265698
F3,0.001,11.4,0.4809469189543677,0.019160675667293847,0.6830402711323764,0.40248401984344684,0.9774175611017716,0.568409505287381
F3,0.0013869188565300285,11.0,0.4808935069279078,0.019136369756891175,0.6817902711323763,0.40165345505939365,0.9801202638044743,0.568100427816441
F3,0.00192354391459856,10.8,0.48119155200486097,0.019073899747422296,0.6805402711323765,0.4010704203837602,0.9837566274408379,0.56809444790619
F3,0.0026677993265203275,10.4,0.4813331621010953,0.01888271054789677,0.6791367623604466,0.39998135132505164,0.9837566274408379,0.5670327242631508
F3,0.0037000211913891527,8.6,0.48153161626830066,0.01872445251979694,0.6791367623604466,0.39998135132505164,0.9837566274408379,0.5670327242631508
