rule_a,rule_b,cases,active_cases_a,active_cases_b,both_active_cases,mean_a,mean_b,prevalence_gap,pearson,spearman,cosine,mae,rmse,max_abs_diff,exact_same_cases,exact_same_rate,within_20pp_cases,within_20pp_rate,within_40pp_cases,within_40pp_rate,both_variable_cases,profile_score
J3,J4,296,57,50,50,0.0527027027027027,0.04594594594594595,0.00675675675675675,0.9490568739113008,0.9267254437046973,0.9556573990640368,0.006756756756756757,0.040269363312841464,0.4,287,0.9695945945945946,295,0.9966216216216216,296,1.0,49,0.9426443274659542
J3,J5,296,57,52,50,0.0527027027027027,0.0472972972972973,0.005405405405405399,0.913373171879879,0.904476844657313,0.9251987022263565,0.012162162162162165,0.051987524491003634,0.4,279,0.9425675675675675,295,0.9966216216216216,296,1.0,49,0.9022645792489075
J4,J5,296,50,52,48,0.04594594594594595,0.0472972972972973,0.0013513513513513514,0.9074863211810029,0.9251524663873849,0.9194744451420721,0.010810810810810811,0.05198752449100364,0.4,282,0.9527027027027027,294,0.9932432432432432,296,1.0,47,0.8976756582493164
J1,J2,296,92,71,71,0.0891891891891892,0.06689189189189189,0.022297297297297305,0.9081394632372174,0.8612445432451994,0.9255124291129766,0.022297297297297295,0.07071067811865477,0.4,265,0.8952702702702703,294,0.9932432432432432,296,1.0,70,0.8878904076380091
J2,J5,296,71,52,52,0.06689189189189189,0.0472972972972973,0.01959459459459459,0.8751791806078589,0.8390938736552883,0.8922632590822203,0.022297297297297295,0.07071067811865475,0.4,265,0.8952702702702703,294,0.9932432432432432,296,1.0,51,0.8556650502294404
J2,J4,296,71,50,49,0.06689189189189189,0.04594594594594595,0.02094594594594594,0.8449144773205315,0.7989161044069928,0.8661707998803913,0.025,0.07798128673650545,0.6,262,0.8851351351351351,294,0.9932432432432432,295,0.9966216216216216,48,0.8237916153875182
J2,J3,296,71,57,53,0.06689189189189189,0.0527027027027027,0.01418918918918919,0.8320450001088443,0.8026520164217762,0.8589496554315313,0.026351351351351353,0.07969536593398233,0.6,260,0.8783783783783784,294,0.9932432432432432,295,0.9966216216216216,52,0.8101194899708409
F1,F2,296,194,197,193,0.5405405405405406,0.6513513513513514,0.11081081081081079,0.8840607774770084,0.815427449716033,0.9562611504451103,0.12027027027027025,0.24550004128364272,1.0,198,0.668918918918919,249,0.8412162162162162,276,0.9324324324324325,10,0.7777345488345033
J1,J3,296,92,57,57,0.0891891891891892,0.0527027027027027,0.036486486486486495,0.7864707513297713,0.7518931052725595,0.8216336251223801,0.03918918918918919,0.10526671402243486,0.6000000000000001,248,0.8378378378378378,288,0.972972972972973,294,0.9932432432432432,56,0.7556496002641451
J1,J5,296,92,52,52,0.0891891891891892,0.0472972972972973,0.041891891891891894,0.7769496213374407,0.7216646417399472,0.8089560446850389,0.04459459459459459,0.10904995136125414,0.6000000000000001,240,0.8108108108108109,287,0.9695945945945946,295,0.9966216216216216,51,0.7423018679534737
J1,J4,296,92,50,50,0.0891891891891892,0.04594594594594595,0.043243243243243246,0.7732101185355079,0.7050576437942608,0.8048635871819794,0.043243243243243246,0.11028219331407117,0.6000000000000001,243,0.8209459459459459,287,0.9695945945945946,294,0.9932432432432432,49,0.73977400530154
F2,U3,296,197,283,197,0.6513513513513514,0.7297297297297297,0.07837837837837835,0.8300378547847986,0.7943973020523116,0.9367944058755555,0.18108108108108106,0.28332008448091056,1.0,140,0.47297297297297297,221,0.7466216216216216,270,0.9121621621621622,11,0.679733702702146
U1,U3,296,294,283,283,0.8898648648648648,0.7297297297297297,0.1601351351351351,0.7602375676348134,0.7106041367544457,0.9646322199872763,0.16418918918918918,0.25706240697752963,1.0,143,0.4831081081081081,225,0.7601351351351351,278,0.9391891891891891,67,0.635414777813692
F1,U3,296,194,283,194,0.5405405405405406,0.7297297297297297,0.18918918918918914,0.7237442233511104,0.6603665318774716,0.8945852968684368,0.25810810810810814,0.3541262563061449,1.0,92,0.3108108108108108,176,0.5945945945945946,253,0.8547297297297297,35,0.5369399711077832
F2,U1,296,197,294,197,0.6513513513513514,0.8898648648648648,0.23851351351351346,0.6901407300375803,0.739041268673563,0.8830499465095937,0.24662162162162163,0.42885769075407626,1.0,180,0.6081081081081081,198,0.668918918918919,218,0.7364864864864865,2,0.5199371040485824
F1,F3,296,194,144,144,0.5405405405405406,0.2148648648648649,0.3256756756756757,0.6999826261142817,0.7700072526947942,0.8295316190492025,0.3270270270270271,0.4508250694484982,1.0,111,0.375,145,0.48986486486486486,195,0.6587837837837838,55,0.47106938892555716
F1,U1,296,194,294,194,0.5405405405405406,0.8898648648648648,0.34932432432432425,0.6278915699722527,0.6643731352757175,0.8488813055299996,0.35067567567567565,0.4900358508671943,1.0,103,0.34797297297297297,155,0.5236486486486487,199,0.6722972972972973,5,0.4077052694211722
F2,F3,296,197,144,144,0.6513513513513514,0.2148648648648649,0.43648648648648647,0.5814101008214378,0.6516116614603329,0.7725066148264496,0.43648648648648647,0.5784415221909598,1.0,103,0.34797297297297297,123,0.4155405405405405,151,0.5101351351351351,10,0.32763244870613456
U1,U4,296,294,282,282,0.8898648648648648,0.5148648648648648,0.375,0.4669219303570103,0.44973043731336715,0.9170981518377005,0.375,0.44826994762748257,1.0,42,0.14189189189189189,112,0.3783783783783784,208,0.7027027027027027,71,0.29182620647313146
U3,U4,296,283,282,272,0.7297297297297297,0.5148648648648648,0.2148648648648649,0.39734267489198855,0.39482753935812087,0.8922322564407507,0.3027027027027027,0.3802559593150312,1.0,59,0.19932432432432431,139,0.46959459459459457,232,0.7837837837837838,142,0.27706597330306226
F1,U4,296,194,282,191,0.5405405405405406,0.5148648648648648,0.025675675675675746,0.3984803184466005,0.38081181236048955,0.8086459937616248,0.3364864864864865,0.4080275560381756,1.0,45,0.15202702702702703,125,0.4222972972972973,224,0.7567567567567568,82,0.2643970761584876
F2,U4,296,197,282,194,0.6513513513513514,0.5148648648648648,0.13648648648648654,0.4081086991184293,0.4073701644035138,0.8328161833989169,0.3864864864864865,0.4526200005135267,1.0,31,0.10472972972972973,113,0.38175675675675674,204,0.6891891891891891,14,0.2503802018915769
H1,U3,296,259,283,256,0.42567567567567566,0.7297297297297297,0.30405405405405406,0.3805732830881305,0.3333067165871331,0.853172916233578,0.3581081081081081,0.44570017797690936,1.0,51,0.17229729729729729,122,0.41216216216216217,210,0.7094594594594594,133,0.24428690468494862
